scaffold	start	end	mid	sites	lnL
Chr2	53247752	53248355	53248059	50	-1253.84170
Chr2	53248362	53248859	53248591	50	-1909.31532
Chr2	53248864	53252075	53250886	50	-2060.04479
Chr2	53252146	53253339	53252708	50	-1664.73566
Chr2	53253480	53255166	53254576	50	-1466.46406
Chr2	53255169	53257104	53256204	50	-2362.07812
Chr2	53257158	53258797	53257972	50	-1395.76918
Chr2	53258799	53261169	53259877	50	-1753.82573
Chr2	53261214	53263376	53262295	50	-2272.77894
Chr2	53263393	53266031	53265078	50	-2326.44097
Chr2	53266045	53268508	53267041	50	-1960.52481
Chr2	53268535	53271788	53269781	50	-2625.79974
Chr2	53271965	53275945	53274390	50	-2121.90656
Chr2	53276068	53280789	53278497	50	-2492.86934
Chr2	53281023	53283801	53282733	50	-2394.02245
Chr2	53283811	53284788	53284218	50	-2251.76922
Chr2	53284793	53290087	53286562	50	-2679.59890
Chr2	53290335	53293677	53292090	50	-2138.87722
Chr2	53293704	53297450	53296104	50	-2360.69166
Chr2	53297454	53303244	53300005	50	-2665.29953
Chr2	53303662	53308961	53306863	50	-1648.64199
Chr2	53308989	53312012	53310491	50	-2702.46770
Chr2	53312019	53313133	53312452	50	-1810.00498
Chr2	53313153	53314925	53314106	50	-1958.23210
Chr2	53314933	53316020	53315406	50	-2158.22189
Chr2	53316045	53316954	53316519	50	-2234.00151
Chr2	53317057	53318379	53317788	50	-1747.60310
Chr2	53318380	53319636	53318955	50	-1789.75967
Chr2	53319637	53320724	53320161	50	-1498.51191
Chr2	53320752	53321912	53321404	50	-2274.08462
Chr2	53321915	53323046	53322462	50	-2009.85048
Chr2	53323053	53324427	53323590	50	-1560.05027
Chr2	53324429	53327797	53325571	50	-2440.21896
Chr2	53327864	53333229	53330096	50	-1899.88941
Chr2	53333230	53335483	53334539	50	-1782.23391
Chr2	53335486	53337418	53336521	50	-1990.27951
Chr2	53337436	53339444	53338458	50	-1686.10001
Chr2	53339553	53341107	53340512	50	-2579.38846
Chr2	53341139	53342349	53341967	50	-2262.51735
Chr2	53342366	53344123	53343447	50	-2051.26467
Chr2	53344168	53345414	53344849	50	-1976.73953
Chr2	53345438	53346258	53345883	50	-1786.86995
Chr2	53346285	53347481	53346805	50	-1942.55854
Chr2	53347503	53348710	53348145	50	-1460.14312
Chr2	53348724	53350993	53350237	50	-1511.30292
Chr2	53351802	53353035	53352469	50	-1663.23549
Chr2	53353050	53354294	53353750	50	-1529.47920
Chr2	53354328	53356183	53354867	50	-1502.44717
Chr2	53356522	53362108	53359244	50	-2059.17355
Chr2	53362113	53363274	53362743	50	-1660.50700
Chr2	53363362	53365833	53364893	50	-1661.42648
Chr2	53365841	53367480	53366464	50	-2553.83799
Chr2	53367584	53370084	53368926	50	-1850.25224
Chr2	53370169	53371501	53370661	50	-1670.32267
Chr2	53371502	53375442	53372844	50	-2303.58034
Chr2	53375463	53379559	53377846	50	-2221.32874
Chr2	53379590	53380185	53379940	50	-1875.61289
Chr2	53380198	53382132	53381049	50	-2112.46734
Chr2	53383316	53385263	53384659	50	-1511.46064
Chr2	53385274	53388089	53386030	50	-1571.74824
Chr2	53388110	53393214	53392169	50	-1696.16748
Chr2	53393260	53394587	53394052	50	-1626.84828
Chr2	53394603	53395525	53395153	50	-2212.41634
Chr2	53395546	53396868	53396313	50	-1896.40063
Chr2	53396870	53397477	53397113	50	-1582.33426
Chr2	53397486	53399635	53398977	50	-2040.00254
Chr2	53399651	53400399	53400022	50	-1832.48785
Chr2	53400420	53401175	53400739	50	-1765.98459
Chr2	53401263	53402132	53401724	50	-2023.80188
Chr2	53402153	53403335	53402705	50	-1954.09540
Chr2	53403336	53404326	53403809	50	-1833.92398
Chr2	53404341	53406051	53405194	50	-2233.68614
Chr2	53406159	53409102	53407784	50	-2598.57698
Chr2	53409160	53413762	53411451	50	-2188.66665
Chr2	53413766	53418745	53416277	50	-2392.34474
Chr2	53418761	53420153	53419518	50	-1943.60185
Chr2	53420186	53424212	53421019	50	-2101.85819
Chr2	53424259	53430149	53429050	50	-1942.44774
Chr2	53430151	53430798	53430549	50	-1503.33968
Chr2	53430823	53431578	53431117	50	-1368.77485
Chr2	53431610	53432663	53432224	50	-1777.99967
Chr2	53432691	53434211	53433404	50	-1591.67482
Chr2	53434237	53435891	53434977	50	-1353.20264
Chr2	53435915	53437264	53436517	50	-1644.74678
Chr2	53437290	53440762	53438650	50	-1516.20162
Chr2	53440889	53443643	53442700	50	-1834.62791
Chr2	53443659	53444260	53443929	50	-1967.44193
Chr2	53444274	53445353	53444824	50	-1467.51222
Chr2	53445391	53447103	53445958	50	-1752.22875
Chr2	53447149	53448740	53448064	50	-2162.49969
Chr2	53448758	53449711	53449143	50	-2474.15585
Chr2	53449754	53450876	53450295	50	-1829.90682
Chr2	53450906	53451551	53451321	50	-1554.20606
Chr2	53451554	53452740	53452034	50	-2064.24309
Chr2	53452757	53454323	53453588	50	-1820.48019
Chr2	53454361	53455422	53455000	50	-1582.78625
Chr2	53455434	53456858	53456412	50	-1272.49872
Chr2	53456868	53459404	53458203	50	-1436.97251
Chr2	53459416	53463419	53461099	50	-2160.35807
Chr2	53463482	53466325	53464869	50	-2334.84869
Chr2	53466431	53468124	53467451	50	-1701.10757
Chr2	53468128	53470655	53469473	50	-2190.13758
Chr2	53470659	53472647	53471513	50	-1985.46328
Chr2	53472685	53477253	53475795	50	-1850.96246
Chr2	53477368	53480563	53478450	50	-1471.71815
Chr2	53480580	53481815	53481328	50	-2054.71724
Chr2	53481816	53483474	53482693	50	-1509.37001
Chr2	53483578	53486352	53484675	50	-1789.19312
Chr2	53486385	53490708	53488596	50	-1440.48835
Chr2	53490834	53492845	53491889	50	-1804.40940
Chr2	53492848	53494395	53493636	50	-1166.23715
Chr2	53494397	53495630	53495080	50	-1106.44511
Chr2	53495632	53496319	53495931	50	-1817.50274
Chr2	53496331	53497382	53496875	50	-1200.02222
Chr2	53497383	53498594	53498005	50	-1314.64152
Chr2	53498595	53499241	53498941	50	-1424.30847
Chr2	53499252	53500427	53499925	50	-1379.56765
Chr2	53500428	53505851	53502364	50	-1303.78908
Chr2	53506283	53509227	53507070	50	-1093.89386
Chr2	53509273	53510962	53509991	50	-1441.71726
Chr2	53511027	53511873	53511488	50	-865.78609
Chr2	53511906	53513515	53512540	50	-1142.03148
Chr2	53513548	53517928	53515426	50	-1579.18729
Chr2	53517956	53522055	53520283	50	-1576.70676
Chr2	53522075	53524324	53523336	50	-1839.71534
Chr2	53524339	53526443	53525248	50	-2307.74254
Chr2	53526487	53531195	53528490	50	-2392.19833
Chr2	53531203	53533579	53532682	50	-1992.16057
Chr2	53533587	53534943	53534166	50	-1800.78034
Chr2	53534950	53536551	53535909	50	-2172.29843
Chr2	53536624	53538048	53537274	50	-1704.24938
Chr2	53538072	53539435	53538750	50	-1704.05343
Chr2	53539470	53540595	53540138	50	-2062.36500
Chr2	53540603	53541763	53541167	50	-1805.22619
Chr2	53541780	53542907	53542338	50	-2147.50772
Chr2	53542949	53545502	53544287	50	-2404.22386
Chr2	53545527	53546671	53546014	50	-1836.18989
Chr2	53546692	53548392	53547477	50	-1850.43423
Chr2	53548435	53550376	53549481	50	-1988.75178
Chr2	53550454	53553428	53552314	50	-1882.24446
Chr2	53553437	53554831	53554308	50	-1654.08223
Chr2	53554836	53556019	53555564	50	-1956.65043
Chr2	53556044	53557493	53556757	50	-1847.63229
Chr2	53557521	53558065	53557856	50	-1424.51711
Chr2	53558069	53559433	53558726	50	-2106.38284
Chr2	53559439	53560702	53560136	50	-2150.67197
Chr2	53560709	53561910	53561195	50	-2441.16444
Chr2	53561917	53565121	53563652	50	-1782.31940
Chr2	53565651	53567633	53566731	50	-1782.56661
Chr2	53567642	53569048	53568418	50	-2211.20020
Chr2	53569051	53570028	53569489	50	-1831.92319
Chr2	53570034	53571513	53570869	50	-2034.72074
Chr2	53571557	53573003	53572210	50	-1577.96098
Chr2	53573035	53576132	53574425	50	-2023.42272
Chr2	53576161	53578617	53577433	50	-2186.31286
Chr2	53578641	53580577	53579328	50	-1974.19518
Chr2	53580605	53585127	53582542	50	-2089.65830
Chr2	53585136	53586687	53586110	50	-1922.86573
Chr2	53586697	53590483	53588550	50	-2050.00928
Chr2	53590627	53595001	53593156	50	-1829.26751
Chr2	53595144	53598781	53596982	50	-1515.90747
Chr2	53598785	53602266	53600446	50	-1476.85883
Chr2	53602438	53606046	53604214	50	-1667.85628
Chr2	53606056	53608604	53607401	50	-2262.89555
Chr2	53608691	53611998	53610383	50	-1637.56661
Chr2	53612054	53613989	53613118	50	-2060.15647
Chr2	53614083	53625202	53622360	50	-1923.12818
Chr2	53625240	53627454	53626049	50	-2092.58251
Chr2	53627471	53629515	53628576	50	-1724.76002
Chr2	53629533	53631646	53630567	50	-1740.36025
Chr2	53631651	53633743	53632663	50	-1769.63542
Chr2	53633761	53635652	53634621	50	-1657.24471
Chr2	53635676	53638027	53636839	50	-1388.46014
Chr2	53638057	53640865	53639227	50	-1477.92195
Chr2	53640878	53646563	53643345	50	-1817.27745
Chr2	53646590	53648602	53647889	50	-1859.85386
Chr2	53648610	53650984	53649739	50	-1883.36373
Chr2	53650998	53653427	53651870	50	-1807.85435
Chr2	53653540	53656316	53655067	50	-1900.80154
Chr2	53656318	53657247	53656757	50	-1827.47552
Chr2	53657264	53658187	53657786	50	-1465.87100
Chr2	53658194	53659422	53658785	50	-1823.33372
Chr2	53659426	53660518	53659953	50	-1614.48659
Chr2	53660519	53661326	53660954	50	-1705.84629
Chr2	53661354	53662370	53661930	50	-1601.99698
Chr2	53662391	53665006	53663541	50	-1986.38825
Chr2	53665044	53668384	53666673	50	-2404.80446
Chr2	53668394	53671136	53670048	50	-1837.96062
Chr2	53671143	53672386	53671896	50	-1528.82286
Chr2	53672391	53673427	53673000	50	-1599.07443
Chr2	53673461	53674484	53673974	50	-1821.05358
Chr2	53674492	53674902	53674719	50	-1692.98428
Chr2	53674909	53675309	53675075	50	-1976.84712
Chr2	53675316	53676374	53675792	50	-1874.87538
Chr2	53676388	53676945	53676680	50	-2640.33714
Chr2	53676950	53677279	53677108	50	-1808.24878
Chr2	53677285	53677646	53677481	50	-1977.90212
Chr2	53677647	53678109	53677891	50	-2295.77160
Chr2	53678112	53678356	53678232	50	-1882.20660
Chr2	53678367	53678807	53678600	50	-1802.85459
Chr2	53678808	53679143	53678976	50	-2246.53187
Chr2	53679144	53679473	53679300	50	-2176.86174
Chr2	53679474	53680000	53679711	50	-2402.92392
Chr2	53680001	53680831	53680384	50	-1925.87905
Chr2	53680837	53683295	53681877	50	-1683.11994
Chr2	53683344	53684868	53684188	50	-1857.16834
Chr2	53684910	53687982	53686411	50	-2069.35019
Chr2	53688011	53697398	53692351	50	-2312.42910
Chr2	53697403	53700312	53698775	50	-2115.03081
Chr2	53700333	53705992	53703188	50	-2474.83358
Chr2	53705994	53710950	53709230	50	-2178.22403
Chr2	53711012	53712577	53711603	50	-1319.69078
Chr2	53712583	53714797	53713697	50	-1776.33368
Chr2	53714807	53716428	53715565	50	-1809.10080
Chr2	53716429	53717929	53717268	50	-2409.44124
Chr2	53717940	53719783	53718906	50	-2113.70173
Chr2	53719792	53721511	53720606	50	-1566.82149
Chr2	53721526	53724139	53723010	50	-1766.37758
Chr2	53724148	53725565	53724540	50	-2022.70546
Chr2	53725575	53727753	53726770	50	-1873.16763
Chr2	53727765	53731080	53729654	50	-2105.41928
Chr2	53731085	53732114	53731598	50	-1700.92503
Chr2	53732115	53733439	53732594	50	-1620.66245
Chr2	53733477	53735707	53734404	50	-1132.40143
Chr2	53735766	53741049	53737930	50	-2034.35650
Chr2	53741058	53745292	53743576	50	-1920.57815
Chr2	53745333	53748286	53747124	50	-1736.32851
Chr2	53748312	53750194	53749239	50	-1948.78820
Chr2	53750208	53751866	53750953	50	-1791.92413
Chr2	53751891	53753893	53752873	50	-1884.03339
Chr2	53753956	53755632	53754941	50	-1683.04328
Chr2	53755656	53757021	53756398	50	-1800.17077
Chr2	53757109	53758619	53757798	50	-1786.81032
Chr2	53758685	53759848	53759182	50	-2017.39888
Chr2	53759852	53764181	53762908	50	-1798.04226
Chr2	53764203	53766347	53765262	50	-1855.63471
Chr2	53766385	53767885	53767040	50	-1820.95126
Chr2	53767895	53770726	53769210	50	-1802.13575
Chr2	53770830	53773107	53772051	50	-1930.50920
Chr2	53773112	53775465	53774189	50	-1804.73439
Chr2	53775541	53777500	53776719	50	-1838.93126
Chr2	53777502	53782058	53779468	50	-1970.91045
Chr2	53782133	53785028	53783367	50	-1926.76210
Chr2	53785058	53788082	53786959	50	-2005.50660
Chr2	53788210	53791204	53789643	50	-1605.99861
Chr2	53791299	53800645	53797571	50	-2584.80359
Chr2	53800657	53801302	53800967	50	-1892.65748
Chr2	53801304	53803057	53802127	50	-2290.87109
Chr2	53803088	53803750	53803368	50	-1878.40342
Chr2	53803762	53804941	53804240	50	-2000.16245
Chr2	53804962	53806243	53805637	50	-1936.11569
Chr2	53806246	53808183	53807276	50	-1900.71848
Chr2	53808185	53809306	53808765	50	-1507.90383
Chr2	53809309	53810298	53809883	50	-1174.77557
Chr2	53810312	53810828	53810545	50	-2402.90616
Chr2	53810836	53812465	53811660	50	-1742.38220
Chr2	53812467	53813418	53812836	50	-1773.64372
Chr2	53813524	53814511	53813928	50	-1936.27638
Chr2	53814570	53815738	53815145	50	-2094.41212
Chr2	53815739	53816996	53816234	50	-2155.88652
Chr2	53817047	53817984	53817605	50	-1701.24511
Chr2	53817987	53819057	53818476	50	-1743.39876
Chr2	53819063	53819904	53819521	50	-2137.34679
Chr2	53819933	53820665	53820336	50	-1873.88149
Chr2	53820741	53821469	53821139	50	-2069.58107
Chr2	53821476	53821965	53821706	50	-2013.57859
Chr2	53821979	53822343	53822169	50	-1929.15936
Chr2	53822349	53823149	53822672	50	-1899.69535
Chr2	53823151	53824738	53823867	50	-1873.90374
Chr2	53824771	53826390	53825732	50	-2211.77482
Chr2	53826392	53829524	53827275	50	-2199.49420
Chr2	53829549	53830882	53830278	50	-1839.05043
Chr2	53830885	53832271	53831386	50	-2009.38920
Chr2	53832293	53833729	53833173	50	-2544.15274
Chr2	53833741	53834570	53834152	50	-2422.14414
Chr2	53834620	53835291	53834904	50	-2086.46877
Chr2	53835326	53836038	53835636	50	-2149.51032
Chr2	53836044	53836837	53836452	50	-2164.28537
Chr2	53836840	53837712	53837294	50	-2313.54706
Chr2	53837713	53838700	53838151	50	-2118.61779
Chr2	53838711	53840229	53839699	50	-2781.37276
Chr2	53840230	53841909	53840959	50	-2297.66067
Chr2	53841913	53842455	53842179	50	-2186.49018
Chr2	53842480	53845749	53843943	50	-1916.29941
Chr2	53845835	53846652	53846340	50	-2199.73213
Chr2	53846676	53847923	53847348	50	-2295.52397
Chr2	53847933	53849230	53848397	50	-1946.97005
Chr2	53849237	53849705	53849491	50	-1654.76269
Chr2	53849707	53850311	53850004	50	-1422.26506
Chr2	53850315	53850744	53850543	50	-1869.78669
Chr2	53850750	53852336	53851562	50	-2420.58442
Chr2	53852339	53854203	53853327	50	-2758.67094
Chr2	53854311	53860295	53856095	50	-2070.25605
Chr2	53860465	53862877	53861759	50	-2117.78916
Chr2	53862900	53863766	53863320	50	-1858.50773
Chr2	53863787	53864831	53864371	50	-1742.74638
Chr2	53864851	53865811	53865265	50	-2180.87093
Chr2	53865819	53866625	53866207	50	-2341.04122
Chr2	53866626	53867790	53867148	50	-1948.03407
Chr2	53867818	53868871	53868344	50	-1823.01996
Chr2	53868930	53870154	53869581	50	-2144.59282
Chr2	53870191	53871614	53870776	50	-1688.59718
Chr2	53871642	53875247	53873452	50	-2182.00206
Chr2	53875269	53877042	53876403	50	-2200.64824
Chr2	53877095	53878232	53877698	50	-2229.97525
Chr2	53878248	53879822	53879155	50	-2084.82142
Chr2	53879836	53881248	53880729	50	-1970.09256
Chr2	53881271	53882550	53881739	50	-2083.88697
Chr2	53882556	53883782	53883061	50	-1851.59388
Chr2	53883784	53885053	53884465	50	-1722.98847
Chr2	53885066	53886120	53885658	50	-1906.44778
Chr2	53886133	53886911	53886567	50	-1912.34510
Chr2	53886926	53887557	53887254	50	-1605.95510
Chr2	53887581	53888168	53887836	50	-2008.33364
Chr2	53888186	53888787	53888505	50	-1847.76236
Chr2	53888794	53901266	53898922	50	-2345.36853
Chr2	53901409	53904501	53902546	50	-2050.40361
Chr2	53904503	53906634	53905295	50	-2317.21195
Chr2	53906703	53908043	53907689	50	-1925.73980
Chr2	53908047	53909565	53908577	50	-2001.52689
Chr2	53909577	53912369	53910601	50	-2366.35877
Chr2	53912537	53914578	53913966	50	-2091.96432
Chr2	53914580	53915098	53914896	50	-1482.35870
Chr2	53915112	53915872	53915531	50	-1589.24891
Chr2	53915881	53916723	53916361	50	-2304.96078
Chr2	53916795	53918026	53917537	50	-2365.60003
Chr2	53918047	53918805	53918377	50	-2438.94954
Chr2	53918812	53919777	53919214	50	-2745.28353
Chr2	53919807	53920784	53920331	50	-2294.11991
Chr2	53920786	53921448	53921161	50	-1601.22703
Chr2	53921451	53922251	53921766	50	-2393.97856
Chr2	53922286	53923733	53922876	50	-2249.51243
Chr2	53923747	53924773	53924249	50	-2012.88677
Chr2	53924793	53925484	53925071	50	-1620.59457
Chr2	53925487	53927565	53926494	50	-2208.52845
Chr2	53927591	53931228	53929411	50	-2137.77305
Chr2	53931270	53933658	53932335	50	-1982.68815
Chr2	53933669	53935220	53934590	50	-1859.39365
Chr2	53935234	53936287	53935730	50	-1837.14516
Chr2	53936305	53938105	53937221	50	-2040.58488
Chr2	53938152	53938897	53938536	50	-1883.10628
Chr2	53938898	53939880	53939361	50	-1839.76407
Chr2	53939911	53940926	53940427	50	-2292.24529
Chr2	53940928	53941914	53941412	50	-1669.84020
Chr2	53941974	53942879	53942430	50	-1835.79428
Chr2	53942937	53944331	53943648	50	-2572.50141
Chr2	53944347	53945276	53944881	50	-1745.04295
Chr2	53945280	53947141	53946067	50	-1831.58740
Chr2	53947190	53948321	53947626	50	-2437.60719
Chr2	53948329	53949043	53948677	50	-2208.09294
Chr2	53949047	53949607	53949288	50	-2286.98383
Chr2	53949615	53950107	53949877	50	-2346.26771
Chr2	53950126	53950728	53950448	50	-2016.73256
Chr2	53950738	53951394	53951092	50	-2541.60048
Chr2	53951412	53952087	53951771	50	-2339.56519
Chr2	53952089	53952757	53952371	50	-2506.95287
Chr2	53952794	53953565	53953185	50	-1744.58766
Chr2	53953567	53954653	53954148	50	-2196.96771
Chr2	53954712	53956853	53955449	50	-2344.40927
Chr2	53956868	53958668	53957580	50	-2097.13550
Chr2	53958696	53960870	53959867	50	-2413.66429
Chr2	53960891	53963978	53962160	50	-2079.83489
Chr2	53963990	53976418	53969550	50	-2056.48575
Chr2	53976468	53979174	53977670	50	-1920.10538
Chr2	53979206	53981262	53980298	50	-1629.28681
Chr2	53981297	53983383	53982371	50	-1738.01356
Chr2	53983402	53985008	53984092	50	-2151.36884
Chr2	53985012	53996827	53987533	50	-2358.78949
Chr2	53996855	53999097	53997803	50	-2079.84419
Chr2	53999193	54000132	53999749	50	-2220.78323
Chr2	54000285	54004630	54002837	50	-2198.99529
Chr2	54004632	54007493	54006370	50	-1809.24219
Chr2	54007497	54010895	54009960	50	-1777.26782
Chr2	54010943	54011639	54011264	50	-1803.94821
Chr2	54011644	54013027	54012304	50	-2156.10520
Chr2	54013036	54014427	54013803	50	-2086.38757
Chr2	54014438	54015296	54014855	50	-2145.44614
Chr2	54015306	54017815	54016215	50	-2031.54423
Chr2	54017905	54019227	54018596	50	-2246.92850
Chr2	54019326	54020560	54019968	50	-2343.18360
Chr2	54020570	54021720	54021169	50	-2062.14434
Chr2	54021727	54023199	54022398	50	-2124.76276
Chr2	54023297	54025301	54024398	50	-2329.56113
Chr2	54025314	54026512	54025976	50	-2313.19242
Chr2	54026525	54027933	54027195	50	-2726.71823
Chr2	54027944	54031710	54030500	50	-2301.32144
Chr2	54031712	54032219	54031927	50	-1341.24920
Chr2	54032229	54033523	54032936	50	-2398.06855
Chr2	54033526	54034853	54034213	50	-2223.83710
Chr2	54034904	54037745	54036264	50	-2377.74883
Chr2	54037760	54038373	54037999	50	-1686.67732
Chr2	54038380	54040961	54039649	50	-2129.98588
Chr2	54040979	54042706	54041724	50	-2564.09128
Chr2	54042742	54044485	54043598	50	-2627.36641
Chr2	54044490	54046851	54045766	50	-2148.98383
Chr2	54046852	54048472	54048012	50	-1900.20327
Chr2	54048529	54049470	54049018	50	-2361.67508
Chr2	54049486	54050636	54050039	50	-2369.26573
Chr2	54050661	54051844	54051219	50	-2016.25339
Chr2	54051894	54052679	54052272	50	-1688.30697
Chr2	54052704	54053673	54053153	50	-2065.95032
Chr2	54053694	54055689	54054880	50	-2161.70846
Chr2	54055791	54058057	54056927	50	-2314.81166
Chr2	54058058	54059161	54058695	50	-2190.22085
Chr2	54059166	54059884	54059494	50	-1465.93534
Chr2	54059935	54061083	54060485	50	-2194.20129
Chr2	54061085	54062220	54061624	50	-1443.69723
Chr2	54062222	54063285	54062887	50	-1604.68870
Chr2	54063293	54073388	54067193	50	-2383.40640
Chr2	54073402	54075207	54074433	50	-1952.52402
Chr2	54075210	54077285	54076123	50	-1997.05440
Chr2	54077457	54079808	54078619	50	-1234.55878
Chr2	54079817	54082497	54081273	50	-1608.91749
Chr2	54082554	54086901	54085102	50	-1888.98813
Chr2	54086934	54089016	54088248	50	-1484.82083
Chr2	54089017	54090383	54089618	50	-1770.30498
Chr2	54090410	54091614	54091044	50	-1260.20821
Chr2	54091625	54092700	54092289	50	-1766.94761
Chr2	54092703	54093472	54093095	50	-1559.39565
Chr2	54093522	54094255	54093892	50	-2092.62163
